Date,Flight number,From,To,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number,Seat type,Flight class,Flight reason,Note,Dep_id,Arr_id,Airline_id,Aircraft_id,Cost_sgd
2026-09-07,TR115,Nanning / Wuxu (NNG/ZGNN),Singapore / Changi (SIN/WSSS),14:00:00,18:10:00,04:10:00,Scoot (TR/TGW),Airbus A321LR (A21N),,,0,0,0,,2080,2672,2695,2181,124.21
2026-10-01,AK 722,Singapore / Changi (SIN/WSSS),Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),23:25:00,00:30:00,01:05:00,Air Asia (AK/AXM), (),,,0,0,0,,2672,1527,0,0,13.33
2026-10-02,D7 122,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Tashkent / Yuzhnyy (TAS/UTTT),13:20:00,17:50:00,07:30:00,AirAsia X, (),,,0,0,0,,1527,2857,0,0,240.89
2026-10-12,D7 123,Tashkent / Yuzhnyy (TAS/UTTT),Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),19:15:00,05:55:00,07:40:00,AirAsia X, (),,,0,0,0,,2857,1527,0,0,240.89
2026-10-13,AK703,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Singapore / Changi (SIN/WSSS),07:10:00,08:20:00,01:10:00,Air Asia (AK/AXM),Airbus A320-200 (A320),,,0,0,0,,1527,2672,103,2059,13.33
2026-10-16,TR346,"Singapore / Changi (SIN/WSSS)","Denpasar Bali / Ngurah Rai (DPS/WADD)",21:15:00,00:05:00,02:50:00,"Scoot (TR/TGW)","Airbus A321LR (A21N)",,,0,0,0,,2672,3582,2695,2181,121.82
2026-10-18,KL836,"Denpasar Bali / Ngurah Rai (DPS/WADD)","Singapore / Changi (SIN/WSSS)",20:45:00,23:25:00,02:40:00,"KLM Royal Dutch Airlines (KL/KLM)","Boeing 777-300ER (B77W)",,,0,0,0,,3582,2672,440,2023,111.58
2026-11-04,VJ916,"Singapore / Changi (SIN/WSSS)","Hanoi / Noibai (HAN/VVNB)",14:55:00,17:25:00,03:30:00,"VietJet Air (VJ/VJC)","Airbus A321-200 (A321)",,,0,0,0,,2672,1094,1632,2076,155
2026-11-09,TG613,"Kunming / Kunming Wujiaba International Airport (KMG/ZPPP)","Bangkok / Suvarnabhumi (BKK/VTBS)",15:20:00,16:30:00,02:10:00,"Thai Airways (TG/THA)","Airbus A320-200 (A320)",,,0,0,0,,9558,331,767,2059,183.58
2026-11-09,TG401,"Bangkok / Suvarnabhumi (BKK/VTBS)","Singapore / Changi (SIN/WSSS)",19:10:00,22:30:00,02:20:00,"Thai Airways (TG/THA)","Airbus A320-200 (A320)",,,0,0,0,,331,2672,767,2059,201.72
2026-12-18,MU566,"Singapore / Changi (SIN/WSSS)","Shanghai / Pudong (PVG/ZSPD)",23:10:00,04:40:00,05:30:00,"China Eastern Airlines (MU/CES)","Airbus A330-200 (A332)",,,0,0,0,,2672,3653,178,30,176.23
2026-12-19,MU247,"Shanghai / Pudong (PVG/ZSPD)","Moscow / Sheremetyevo (SVO/UUEE)",09:25:00,14:25:00,10:00:00,"China Eastern Airlines (MU/CES)","Airbus A330-300 (A333)",,,0,0,0,,3653,2816,178,31,318.96
2026-12-21,S72143,"Moscow / Domodedovo (DME/UUDD)","Volgograd / Volgograd (VOG/URWW)",11:05:00,13:00:00,01:55:00,"Aeroflot (SU/AFL)"," ()",,,0,0,0,,3651,3217,33,0,112.85
2026-12-22,SU1759,"Volgograd / Volgograd (VOG/URWW)","Moscow / Sheremetyevo (SVO/UUEE)",10:30:00,12:30:00,02:00:00,"Aeroflot (SU/AFL)"," ()",,,0,0,0,,3217,2816,33,0,112.85
2026-12-22,SU6661,"Moscow / Sheremetyevo (SVO/UUEE)","Kaliningrad / Khrabrovo (KGD/UMKK)",16:15:00,17:50:00,02:35:00,"Aeroflot (SU/AFL)","Boeing 737-900 (B739)",,,0,0,0,,2816,1413,33,232,144.4
2027-01-02,MU260,"St Petersburg / Pulkovo (LED/ULLI)","Shanghai / Pudong (PVG/ZSPD)",21:05:00,11:25:00,09:20:00,"China Eastern Airlines (MU/CES)","Airbus A330-200 (A332)",,,0,0,0,,1591,3653,178,30,612.66
2027-01-03,MU565,"Shanghai / Pudong (PVG/ZSPD)","Singapore / Changi (SIN/WSSS)",14:30:00,20:10:00,05:40:00,"China Eastern Airlines (MU/CES)","Airbus A330-200 (A332)",,,0,0,0,,3653,2672,178,30,326.04
2027-01-05,TR884,"Singapore / Changi (SIN/WSSS)","Tokyo / Narita (NRT/RJAA)",23:05:00,07:05:00,07:00:00,"Scoot (TR/TGW)","Boeing 787-9 (B789)",,,0,0,0,,2672,2105,2695,2088,269.64
2027-01-11,TR885,"Tokyo / Narita (NRT/RJAA)","Singapore / Changi (SIN/WSSS)",08:20:00,14:35:00,07:15:00,"Scoot (TR/TGW)","Boeing 787-9 (B789)",,,0,0,0,,2105,2672,2695,2088,269.64
